Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 200,4,40907.2,100477
Week 201,6,86573.6,212645
Week 202,3,42336.0,103988
Week 203,14,143912.8,353484
Week 204,3,39101.6,96043
Week 205,10,92774.4,227876
Week 206,7,86409.6,212243
Week 207,9,81160.0,199348
Week 208,6,40670.4,99893
Week 209,6,61879.2,151989
Week 210,5,40009.6,98273
Week 211,5,31757.6,78003
Week 212,5,32229.6,79161
Week 213,3,20040.8,49224
Week 214,1,7859.2,19304
Week 215,1,7659.2,18813
Week 216,6,45755.2,112384
Week 217,7,55744.8,136922
