Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 115,2,47164.8,57985
Week 116,3,16374.4,20130
Week 117,2,18720.0,23014
Week 118,2,34034.4,41842
Week 119,5,28161.6,34622
Week 120,4,63880.8,78536
Week 121,3,9531.2,11717
Week 122,6,75539.2,92869
Week 123,9,113285.6,139273
Week 124,2,20078.4,24684
Week 125,4,105382.4,129560
Week 126,1,4460.0,5483
Week 127,5,63251.2,77761
Week 128,3,39604.0,48689
Week 129,8,43572.0,53566
Week 130,1,14098.4,17333
Week 131,7,42542.4,52301
Week 132,2,7690.4,9454
Week 133,14,74368.0,91424
Week 134,2,31370.4,38567
Week 135,2,24331.2,29913
Week 136,1,15157.6,18635
Week 137,7,70264.8,86384
Week 138,3,18714.4,23007
Week 139,4,13372.0,16439
Week 140,2,10006.4,12301
Week 141,4,21814.4,26818
Week 142,20,94176.8,115774
Week 143,10,64915.2,79805
Week 144,6,63648.0,78250
Week 145,5,50589.6,62196
Week 146,3,21644.0,26609
Week 147,1,21691.2,26668
Week 148,2,11044.0,13577
Week 149,6,35613.6,43783
Week 150,3,21618.4,26578
Week 151,2,27222.4,33468
Week 152,18,88631.2,108958
Week 153,14,89288.0,109769
Week 154,1,4844.0,5955
Week 155,13,89481.6,110006
Week 156,6,65886.4,81001
Week 157,2,10522.4,12936
Week 158,14,113440.0,139463
Week 159,5,17880.0,21980
Week 160,1,5032.0,6186
Week 161,18,86959.2,106903
Week 162,5,29980.8,36858
Week 163,12,64708.8,79552
Week 164,6,30500.0,37496
Week 165,8,36078.4,44353
Week 166,13,120192.0,147762
Week 167,5,38780.8,47677
Week 168,4,15758.4,19372
Week 169,5,32069.6,39427
Week 170,8,52207.2,64182
Week 171,9,95835.2,117819
Week 172,11,73040.0,89793
Week 173,3,60361.6,74211
Week 174,15,121238.4,149049
Week 175,4,22267.2,27374
Week 176,11,91397.6,112364
Week 177,23,103194.4,126864
Week 178,12,61805.6,75982
Week 179,7,29217.6,35919
Week 180,8,50008.0,61478
Week 181,1,31400.0,38604
Week 182,17,88898.4,109286
Week 183,3,23278.4,28618
Week 184,8,34380.0,42264
Week 185,13,62358.4,76659
Week 186,16,128452.0,157919
Week 187,19,130486.4,160418
Week 188,14,91306.4,112254
Week 189,38,219559.2,269919
Week 190,33,254656.8,313071
Week 191,26,152961.6,188047
Week 192,29,213188.0,262089
Week 193,24,153704.8,188960
Week 194,41,278981.6,342972
Week 195,37,219904.8,270347
Week 196,15,113013.6,138938
Week 197,11,160345.6,197131
Week 198,13,56253.6,69156
