Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 81,1,21046.4,36510
Week 82,1,8925.6,15484
Week 83,3,96592.0,167565
Week 84,1,9016.0,15640
Week 85,2,85479.2,148287
Week 86,1,19308.0,33495
Week 87,2,42028.0,72909
Week 88,3,27423.2,47572
Week 89,1,8895.2,15431
Week 90,1,27020.0,46873
Week 91,3,46358.4,80420
Week 92,1,25846.4,44837
Week 93,3,47751.2,82837
Week 94,1,1021.6,1772
Week 95,1,12773.6,22159
Week 96,2,4038.4,7004
Week 97,2,35194.4,61054
Week 98,2,29048.0,50391
Week 99,3,39297.6,68172
Week 100,3,32030.4,55564
Week 101,1,4217.6,7316
Week 102,1,11724.0,20338
Week 103,3,25864.0,44867
Week 104,2,24683.2,42819
Week 105,2,12146.4,21070
Week 106,4,33920.0,58842
Week 107,3,58466.4,101425
Week 108,3,45952.0,79716
Week 109,2,23636.0,41003
Week 110,3,22920.0,39760
Week 111,1,13970.4,24235
Week 112,1,13177.6,22860
Week 113,3,30752.8,53348
Week 114,4,61462.4,106622
Week 115,2,20413.6,35412
Week 116,1,7991.2,13863
Week 117,2,28099.2,48745
Week 118,2,16195.2,28094
Week 119,1,20989.6,36412
Week 120,1,2753.6,4776
Week 121,1,10524.0,18256
Week 122,1,5360.0,9298
Week 123,1,6670.4,11571
Week 124,4,23912.8,41481
Week 125,1,6310.4,10947
Week 126,1,6344.8,11006
Week 127,1,5412.8,9390
Week 128,1,5994.4,10399
Week 129,1,4868.0,8444
Week 130,1,178.4,309
Week 131,1,5992.0,10394
Week 132,1,12489.6,21666
Week 133,1,6062.4,10516
Week 134,1,2772.0,4808
Week 135,3,15690.4,27219
Week 136,1,17600.0,30532
Week 137,1,12216.8,21193
Week 138,2,128544.8,222997
Week 139,2,26768.8,46437
Week 140,1,5677.6,9849
Week 141,1,29665.6,51463
Week 142,2,59105.6,102535
Week 143,1,8593.6,14908
Week 144,1,10008.0,17361
Week 145,1,5328.0,9242
Week 146,1,6878.4,11932
Week 147,1,5264.0,9131
Week 148,2,31149.6,54037
Week 149,3,53289.6,92445
Week 150,1,11893.6,20632
Week 151,4,52793.6,91583
Week 152,3,18936.0,32848
Week 153,1,11784.8,20444
Week 154,2,21804.8,37826
Week 155,3,25295.2,43880
Week 156,2,30484.8,52884
Week 157,1,8567.2,14862
Week 158,3,73619.2,127712
Week 159,2,14040.8,24357
Week 160,2,8334.4,14457
Week 161,3,34271.2,59451
Week 162,3,30840.0,53500
Week 163,4,57661.6,100028
Week 164,2,23741.6,41185
Week 165,1,20481.6,35531
Week 166,3,81507.2,141396
Week 167,1,17683.2,30676
Week 168,3,19644.0,34077
Week 169,2,20528.0,35610
Week 170,4,82991.2,143970
Week 171,5,53173.6,92242
Week 172,1,4593.6,7968
Week 173,8,153929.6,267030
Week 174,3,76760.0,133161
Week 175,2,27356.0,47456
Week 176,2,52689.6,91404
Week 177,4,74344.0,128969
Week 178,1,40513.6,70282
Week 179,3,34885.6,60517
Week 180,2,11560.0,20053
Week 181,2,57819.2,100303
Week 182,1,12577.6,21819
Week 183,1,8922.4,15478
Week 184,3,52920.0,91803
Week 185,2,7176.8,12449
Week 186,1,9204.8,15968
