Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 154,8,79599.2,51964
Week 155,10,110776.8,72318
Week 156,7,99704.0,65090
Week 157,9,115134.4,75163
Week 158,7,119288.0,77877
Week 159,4,97605.6,63723
Week 160,3,61972.8,40459
Week 161,3,61901.6,40413
Week 162,2,5868.8,3831
Week 163,12,152027.2,99251
Week 164,10,66992.8,43733
Week 165,9,117868.8,76951
Week 166,6,100660.8,65715
Week 167,6,134186.4,87604
Week 168,9,63253.6,41293
Week 169,7,102824.0,67126
Week 170,5,90609.6,59155
Week 171,9,104806.4,68420
Week 172,8,164249.6,107231
Week 173,3,73296.8,47852
Week 174,3,46469.6,30337
Week 175,9,182188.8,118943
Week 176,3,74877.6,48884
Week 177,5,108585.6,70890
Week 178,7,102882.4,67165
Week 179,3,27206.4,17761
Week 180,9,136872.8,89355
Week 181,4,78100.8,50987
Week 182,4,63807.2,41655
Week 183,5,121084.8,79050
Week 184,10,156240.0,101999
Week 185,4,55445.6,36197
Week 186,6,95677.6,62461
Week 187,8,151730.4,99057
Week 188,8,118691.2,77486
Week 189,9,126852.0,82813
Week 190,6,121725.6,79469
Week 191,4,91621.6,59815
Week 192,7,142657.6,93134
Week 193,4,60025.6,39187
Week 194,8,165580.0,108099
Week 195,7,139768.8,91248
Week 196,6,113928.0,74378
Week 197,9,286978.4,187356
Week 198,3,50380.8,32890
Week 199,12,266140.8,173751
Week 200,5,127931.2,83520
Week 201,7,134724.0,87954
Week 202,6,139847.2,91300
Week 203,6,103600.8,67636
Week 204,11,269636.0,176032
Week 205,5,100439.2,65572
Week 206,6,110577.6,72190
Week 207,5,57046.4,37241
Week 208,5,88522.4,57791
Week 209,8,152936.8,99844
Week 210,9,106618.4,69605
Week 211,2,36208.0,23638
