Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 89,2,44698.4,91484
Week 90,1,13077.6,26766
Week 91,4,79988.8,163711
Week 92,6,63154.4,129256
Week 93,4,61427.2,125722
Week 94,2,35859.2,73392
Week 95,5,41513.6,84964
Week 96,3,32192.0,65887
Week 97,4,74974.4,153449
Week 98,1,15613.6,31956
Week 99,1,5202.4,10647
Week 100,6,73249.6,149918
Week 101,3,45032.0,92165
Week 102,4,86004.0,176023
Week 103,3,44555.2,91190
Week 104,3,59650.4,122086
Week 105,6,68904.0,141023
Week 106,4,51473.6,105349
Week 107,1,7096.8,14525
Week 108,4,51272.0,104937
Week 109,3,31517.6,64505
Week 110,5,75844.0,155228
Week 111,4,60092.0,122988
Week 112,8,102909.6,210623
Week 113,3,21433.6,43868
Week 114,4,45504.8,93133
Week 115,3,23458.4,48011
Week 116,1,3924.8,8032
Week 117,3,83442.4,170780
Week 118,4,82068.0,167967
Week 119,1,11546.4,23632
Week 120,2,49584.8,101484
Week 121,5,87459.2,179001
Week 122,8,144707.2,296169
Week 123,9,216575.2,443261
Week 124,2,49428.0,101164
Week 125,9,194246.4,397560
Week 126,2,31316.0,64094
Week 127,3,51783.2,105984
Week 128,1,9040.0,18502
Week 129,6,138907.2,284299
Week 130,3,52433.6,107315
Week 131,11,172531.2,353115
Week 132,4,77510.4,158639
Week 133,4,41562.4,85064
Week 134,8,85136.8,174246
Week 135,1,9996.8,20460
Week 136,9,73340.0,150101
Week 137,1,6952.8,14230
Week 138,5,52349.6,107143
Week 139,2,21392.0,43782
Week 140,5,72269.6,147913
Week 141,3,29107.2,59572
Week 142,1,15085.6,30875
Week 143,5,100524.8,205742
Week 144,3,39513.6,80872
Week 145,2,38555.2,78910
Week 146,4,81468.0,166740
Week 147,3,57824.0,118348
Week 148,5,81249.6,166291
Week 149,2,45786.4,93711
Week 150,1,15650.4,32031
Week 151,3,31500.0,64470
Week 152,4,46938.4,96067
Week 153,5,78508.8,160681
Week 154,2,32224.0,65952
Week 155,2,14484.0,29644
Week 156,2,39079.2,79983
Week 157,1,16599.2,33973
Week 158,2,35829.6,73331
Week 159,6,109721.6,224565
Week 160,5,128482.4,262963
Week 161,11,206369.6,422373
Week 162,4,153070.4,313288
Week 163,17,365822.4,748722
Week 164,6,112608.8,230474
Week 165,7,131427.2,268989
Week 166,3,62644.8,128214
Week 167,3,56219.2,115063
Week 168,8,149852.0,306699
Week 169,9,170377.6,348708
Week 170,12,257457.6,526931
Week 171,10,354878.4,726328
Week 172,9,284856.0,583011
Week 173,5,181161.6,370782
Week 174,10,266998.4,546461
Week 175,14,241889.6,495071
Week 176,15,290684.8,594940
Week 177,11,155282.4,317813
Week 178,8,226663.2,463908
Week 179,5,132370.4,270920
Week 180,10,236207.2,483442
Week 181,9,136832.8,280051
Week 182,6,103616.8,212071
Week 183,9,243308.8,497976
Week 184,3,81979.2,167786
Week 185,9,190453.6,389798
Week 186,6,141807.2,290237
Week 187,5,109319.2,223741
Week 188,5,79611.2,162938
Week 189,6,116668.0,238781
Week 190,5,122609.6,250944
Week 191,2,56715.2,116079
Week 192,3,99766.4,204191
Week 193,5,131540.0,269222
Week 194,2,27715.2,56724
Week 195,4,32535.2,66587
Week 196,1,6036.0,12353
Week 197,3,88171.2,180459
Week 198,3,119299.2,244169
Week 199,2,63044.8,129033
Week 200,9,313792.0,642236
Week 201,5,127788.0,261542
Week 202,6,208996.8,427752
Week 203,3,57424.8,117530
Week 204,1,11319.2,23167
Week 205,3,38224.8,78234
Week 206,1,19241.6,39381
Week 207,5,87264.8,178604
Week 208,4,60348.0,123513
Week 209,2,41050.4,84017
Week 210,4,101507.2,207753
Week 211,9,285296.0,583913
Week 212,3,95800.0,196073
Week 213,2,50872.8,104120
Week 214,15,501708.0,1026842
Week 215,2,51780.0,105977
Week 216,1,25694.4,52588
Week 217,9,240511.2,492253
Week 218,10,171373.6,350744
Week 219,9,144925.6,296616
Week 220,7,106868.0,218723
Week 221,10,293120.0,599926
Week 222,4,81670.4,167154
Week 223,10,152192.8,311490
Week 224,7,108761.6,222600
Week 225,9,172011.2,352052
Week 226,11,191983.2,392927
Week 227,8,128740.0,263489
Week 228,9,201443.2,412290
Week 229,7,96337.6,197171
Week 230,8,117248.8,239971
Week 231,10,140128.8,286797
Week 232,9,113341.6,231973
Week 233,8,128172.0,262328
Week 234,3,78909.6,161504
Week 235,7,110762.4,226694
Week 236,4,54343.2,111222
Week 237,3,30373.6,62164
Week 238,4,121657.6,248995
Week 239,1,22700.0,46460
Week 240,1,13924.8,28499
Week 241,1,43552.0,89138
Week 242,3,101572.8,207888
Week 243,1,37265.6,76271
Week 244,3,89002.4,182161
Week 245,2,47440.8,97096
Week 246,1,31725.6,64932
Week 247,2,37920.0,77610
Week 248,3,57263.2,117199
Week 249,1,19168.0,39231
Week 250,3,56900.8,116457
Week 251,1,42484.0,86952
Week 252,3,75343.2,154204
Week 253,4,111670.4,228554
Week 254,5,112652.0,230563
Week 255,5,168496.8,344860
Week 256,1,26581.6,54404
Week 257,7,95465.6,195387
Week 258,5,118608.0,242752
Week 259,2,56093.6,114806
Week 260,3,77808.0,159248
Week 261,2,27427.2,56135
Week 262,2,62313.6,127536
Week 263,2,32720.0,66967
Week 264,3,97501.6,199555
Week 265,5,111863.2,228949
Week 266,9,204656.8,418868
Week 267,5,128108.8,262199
Week 268,4,61026.4,124901
Week 269,14,369843.2,756955
Week 270,6,156546.4,320401
Week 271,9,203420.0,416336
Week 272,8,260300.0,532753
Week 273,8,236125.6,483275
Week 274,3,76476.0,156522
Week 275,3,91875.2,188040
Week 276,2,41848.0,85649
Week 277,2,44780.8,91652
Week 278,3,89503.2,183185
Week 279,4,108768.8,222616
Week 280,2,49581.6,101478
Week 281,2,41976.8,85913
Week 282,2,60348.0,123513
Week 283,1,15557.6,31841
Week 284,3,54501.6,111547
Week 285,2,30956.0,63357
Week 286,1,15687.2,32107
Week 287,2,16232.0,33221
Week 288,1,18232.0,37315
Week 289,3,41008.8,83932
Week 290,4,52957.6,108387
Week 291,1,20418.4,41790
Week 292,1,11823.2,24198
Week 293,2,12728.0,26050
Week 294,1,5036.8,10308
Week 295,1,24038.4,49199
Week 296,1,14998.4,30697
Week 297,3,35713.6,73094
Week 298,4,56108.0,114835
Week 299,2,12471.2,25524
Week 300,3,42030.4,86023
Week 301,1,24827.2,50813
Week 302,2,22206.4,45449
Week 303,1,9180.8,18790
Week 304,3,29372.8,60116
Week 305,1,18452.8,37767
Week 306,3,54420.0,111381
Week 307,3,30928.8,63300
Week 308,4,40420.8,82728
Week 309,1,14941.6,30581
Week 310,3,90148.8,184506
Week 311,2,32821.6,67175
Week 312,5,122456.8,250631
Week 313,2,87017.6,178098
Week 314,4,103176.0,211169
Week 315,5,97944.8,200463
Week 316,4,102632.0,210055
Week 317,3,66962.4,137051
Week 318,4,125110.4,256061
Week 319,2,31024.8,63498
Week 320,1,25391.2,51968
Week 321,5,116765.6,238982
Week 322,6,148230.4,303380
Week 323,6,195972.0,401094
Week 324,2,41083.2,84084
Week 325,6,112570.4,230395
Week 326,2,24723.2,50600
Week 327,2,48868.8,100019
Week 328,2,55577.6,113750
Week 329,3,106956.0,218906
Week 330,3,71164.8,145652
Week 331,3,78755.2,161187
Week 332,3,81328.8,166455
Week 333,4,48241.6,98735
Week 334,2,28415.2,58157
Week 335,3,54796.8,112152
Week 336,1,44036.0,90128
Week 337,5,124540.0,254894
Week 338,3,54592.8,111735
Week 339,1,11206.4,22936
Week 340,4,54416.8,111373
Week 341,2,50308.8,102967
Week 342,1,5656.0,11576
Week 343,1,11264.0,23054
Week 344,1,4348.0,8899
Week 345,2,60395.2,123610
Week 346,1,25837.6,52881
Week 347,3,71258.4,145844
Week 348,3,78904.0,161492
Week 349,1,20920.0,42817
Week 350,4,67092.0,137315
Week 351,2,53977.6,110475
Week 352,2,30151.2,61709
Week 353,4,98041.6,200661
Week 354,2,46207.2,94572
Week 355,2,51272.8,104939
Week 356,3,90127.2,184462
Week 357,2,54807.2,112173
Week 358,9,250487.2,512669
Week 359,6,164991.2,337685
Week 360,11,286462.4,586299
Week 361,4,90996.8,186241
Week 362,5,205714.4,421035
Week 363,1,15149.6,31006
Week 364,3,37432.8,76612
Week 365,7,161146.4,329815
Week 366,4,99612.0,203874
Week 367,7,128154.4,262291
Week 368,8,186128.8,380948
Week 369,9,151905.6,310901
Week 370,5,71512.0,146361
Week 371,4,92568.8,189458
Week 372,5,127059.2,260049
Week 373,3,72714.4,148824
Week 374,2,49442.4,101193
Week 375,3,58386.4,119499
Week 376,3,43000.0,88007
Week 377,3,85360.0,174705
Week 378,8,180858.4,370161
Week 379,2,35489.6,72636
Week 380,3,40859.2,83625
Week 381,3,61887.2,126663
Week 382,3,47016.0,96227
Week 383,4,65536.8,134132
Week 384,5,56420.8,115475
Week 385,5,92258.4,188822
Week 386,2,36357.6,74412
Week 387,6,104914.4,214727
Week 388,1,4404.8,9015
Week 389,2,27733.6,56762
Week 390,3,34930.4,71491
Week 391,1,9864.8,20190
Week 392,3,37506.4,76763
Week 393,1,26944.0,55146
Week 394,1,7307.2,14955
Week 395,3,61231.2,125321
Week 396,2,54928.8,112422
Week 397,3,86754.4,177559
Week 398,3,88056.8,180225
Week 399,3,80784.0,165340
Week 400,2,44778.4,91647
Week 401,5,133908.8,274070
Week 402,6,97139.2,198814
Week 403,2,13010.4,26628
Week 404,4,96880.8,198283
Week 405,3,79357.6,162421
Week 406,4,111875.2,228974
Week 407,7,215476.8,441014
Week 408,7,222652.8,455701
Week 409,1,41405.6,84745
Week 410,3,88774.4,181693
Week 411,5,206524.0,422691
Week 412,6,208963.2,427682
Week 413,6,193863.2,396778
Week 414,6,174564.8,357280
Week 415,3,113635.2,232576
Week 416,6,168803.2,345488
Week 417,5,138651.2,283775
Week 418,4,106116.0,217186
Week 419,4,94035.2,192461
Week 420,7,225304.8,461129
Week 421,4,163322.4,334272
Week 422,5,137717.6,281864
Week 423,4,107104.0,219208
Week 424,4,96929.6,198384
Week 425,3,75188.8,153888
Week 426,4,140153.6,286851
Week 427,7,201576.8,412566
Week 428,2,47170.4,96543
Week 429,1,6137.6,12561
Week 430,4,72008.0,147378
Week 431,1,6205.6,12701
Week 432,2,24746.4,50648
Week 433,1,24964.8,51095
Week 434,1,8668.0,17740
Week 435,1,6663.2,13637
Week 436,1,4951.2,10133
