Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 165,2,20463.2,29604
Week 166,3,30603.2,44274
Week 167,4,21852.8,31614
Week 168,5,20318.4,29392
Week 169,5,26687.2,38606
Week 170,4,24237.6,35064
Week 171,5,28564.8,41322
Week 172,3,32835.2,47502
Week 173,3,47413.6,68594
Week 174,2,33791.2,48886
Week 175,1,6964.0,10075
Week 176,2,40237.6,58212
Week 177,3,38325.6,55446
Week 178,1,17807.2,25762
Week 179,2,34704.8,50208
Week 180,2,31284.0,45259
Week 181,8,40080.8,57984
Week 182,5,32636.0,47213
Week 183,2,28202.4,40801
Week 184,4,31320.0,45309
Week 185,2,14663.2,21213
Week 186,3,12985.6,18785
Week 187,8,24477.6,35409
Week 188,2,14239.2,20599
Week 189,3,21565.6,31199
Week 190,3,13352.0,19316
Week 191,3,7933.6,11476
Week 192,5,28859.2,41750
Week 193,6,15766.4,22808
Week 194,2,5897.6,8532
Week 195,2,2267.2,3279
Week 196,9,39584.8,57263
Week 197,11,49719.2,71924
Week 198,8,43408.0,62796
Week 199,6,31746.4,45925
Week 200,7,33295.2,48166
Week 201,6,19582.4,28328
Week 202,8,48838.4,70652
Week 203,8,58025.6,83942
Week 204,7,39016.8,56444
Week 205,5,32245.6,46649
Week 206,9,53174.4,76926
Week 207,7,36788.8,53221
Week 208,6,39104.0,56570
Week 209,7,47710.4,69020
Week 210,6,37215.2,53839
Week 211,12,99309.6,143669
Week 212,13,83272.8,120468
Week 213,10,79562.4,115100
Week 214,9,65075.2,94142
Week 215,4,33533.6,48512
Week 216,12,91702.4,132664
Week 217,5,33659.2,48694
Week 218,9,65592.0,94890
Week 219,6,45696.0,66107
Week 220,6,49665.6,71850
Week 221,10,68113.6,98537
Week 222,16,145772.8,210887
Week 223,7,58467.2,84584
Week 224,6,46996.8,67990
Week 225,13,105440.0,152538
Week 226,7,36524.8,52839
Week 227,10,76851.2,111179
Week 228,6,43129.6,62394
Week 229,7,44436.0,64284
Week 230,10,63824.8,92333
Week 231,8,61595.2,89108
Week 232,6,36644.0,53011
Week 233,8,47456.0,68653
Week 234,6,38950.4,56348
Week 235,8,67392.8,97496
Week 236,7,41038.4,59370
Week 237,8,54476.8,78809
Week 238,14,168705.6,244066
Week 239,6,41766.4,60421
Week 240,9,50765.6,73439
Week 241,12,96946.4,140249
Week 242,19,132436.8,191589
Week 243,17,132608.0,191840
Week 244,9,66283.2,95889
Week 245,6,46051.2,66621
Week 246,3,17066.4,24689
Week 247,12,78020.0,112868
Week 248,6,50264.8,72718
Week 249,13,81019.2,117207
Week 250,5,34492.0,49898
Week 251,7,54757.6,79218
Week 252,2,11680.0,16897
Week 253,10,64625.6,93491
Week 254,6,47864.8,69245
Week 255,2,20029.6,28977
Week 256,5,32620.8,47191
Week 257,8,51017.6,73804
Week 258,5,27679.2,40042
Week 259,4,15840.0,22914
Week 260,4,28984.0,41931
Week 261,2,14426.4,20871
