Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 102,3,12663.2,34797
Week 103,3,14122.4,38808
Week 104,1,4260.8,11709
Week 105,1,4372.0,12014
Week 106,4,15273.6,41971
Week 107,3,12908.0,35471
Week 108,2,16086.4,44206
Week 109,3,10020.8,27536
Week 110,4,15945.6,43818
Week 111,2,8746.4,24035
Week 112,4,16670.4,45810
Week 113,3,10872.8,29877
Week 114,2,5829.6,16019
Week 115,2,4779.2,13132
Week 116,2,9928.0,27281
Week 117,5,22936.0,63028
Week 118,4,18776.0,51596
Week 119,2,9982.4,27432
Week 120,3,10764.8,29581
Week 121,2,10009.6,27506
Week 122,3,15832.0,43506
Week 123,6,26921.6,73980
Week 124,8,37909.6,104176
Week 125,3,15153.6,41642
Week 126,4,19488.0,53553
Week 127,4,12860.0,35338
Week 128,3,15032.8,41310
Week 129,3,14852.8,40815
Week 130,4,16424.0,45133
Week 131,3,12373.6,34002
Week 132,2,8602.4,23639
Week 133,5,25599.2,70347
Week 134,8,43528.8,119616
Week 135,1,4888.0,13432
Week 136,2,6044.0,16608
Week 137,3,12839.2,35281
Week 138,1,4503.2,12375
Week 139,1,4414.4,12131
Week 140,2,6740.0,18521
Week 141,1,2428.8,6674
Week 142,3,10756.8,29558
Week 143,2,9223.2,25345
Week 144,3,6212.0,17070
Week 145,3,5991.2,16463
Week 146,3,6992.8,19215
Week 147,5,10824.8,29745
Week 148,5,5102.4,14020
Week 149,2,5454.4,14988
Week 150,3,6110.4,16791
Week 151,3,25752.8,70769
Week 152,1,4746.4,13043
Week 153,2,10644.8,29252
Week 154,2,14631.2,40207
Week 155,1,1735.2,4768
Week 156,1,5068.0,13927
Week 157,3,12937.6,35553
Week 158,2,5128.0,14091
Week 159,5,10235.2,28125
Week 160,1,10678.4,29345
Week 161,2,3261.6,8962
Week 162,1,2088.8,5740
Week 163,1,478.4,1314
Week 164,2,16444.8,45191
Week 165,1,9040.0,24842
Week 166,1,4700.8,12918
Week 167,1,7013.6,19273
Week 168,1,1410.4,3875
Week 169,2,4903.2,13473
Week 170,1,3244.8,8916
Week 171,2,3244.8,8916
Week 172,1,516.8,1420
Week 173,1,4520.8,12423
Week 174,1,2471.2,6791
Week 175,1,2170.4,5964
Week 176,2,4961.6,13634
Week 177,2,9171.2,25203
Week 178,1,4135.2,11363
Week 179,1,4924.8,13533
Week 180,1,5153.6,14162
Week 181,2,5980.8,16435
Week 182,2,11476.8,31538
Week 183,1,6114.4,16802
Week 184,1,6180.8,16985
Week 185,1,6514.4,17902
Week 186,1,6444.8,17710
Week 187,1,4450.4,12230
Week 188,1,5217.6,14338
Week 189,2,9410.4,25860
Week 190,3,5728.0,15739
Week 191,1,2017.6,5544
Week 192,2,6084.0,16718
Week 193,2,4596.8,12632
Week 194,1,174.4,479
Week 195,2,8008.8,22008
Week 196,1,4411.2,12122
Week 197,2,3576.8,9828
Week 198,2,5859.2,16100
Week 199,1,4676.8,12852
Week 200,1,3540.8,9730
Week 201,3,7838.4,21539
Week 202,3,5569.6,15304
Week 203,2,6611.2,18167
Week 204,2,5796.8,15929
Week 205,1,4584.0,12597
Week 206,3,6545.6,17986
Week 207,1,3688.0,10134
Week 208,1,3100.8,8521
Week 209,4,11528.0,31678
Week 210,2,5594.4,15373
Week 211,2,5244.0,14410
Week 212,2,6657.6,18295
Week 213,1,2159.2,5933
Week 214,2,12019.2,33028
Week 215,6,15778.4,43358
Week 216,2,5691.2,15639
Week 217,5,10643.2,29246
Week 218,5,24340.8,66889
Week 219,15,48645.6,133675
Week 220,5,13945.6,38321
Week 221,9,23706.4,65143
Week 222,14,37148.0,102078
Week 223,17,49856.0,136998
Week 224,8,27260.0,74909
Week 225,17,46168.0,126863
Week 226,7,32003.2,87945
Week 227,15,51673.6,141996
Week 228,12,32744.8,89978
Week 229,12,49172.8,135125
Week 230,8,21126.4,58053
Week 231,2,4572.8,12566
Week 232,4,10000.0,27479
Week 233,11,31288.8,85977
Week 234,11,26926.4,73991
Week 235,10,26273.6,72198
Week 236,7,17520.0,48143
Week 237,11,26345.6,72396
Week 238,5,12862.4,35345
Week 239,25,60837.6,167178
Week 240,3,8970.4,24650
Week 241,1,5421.6,14899
