Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 122,4,40840.8,52825
Week 123,7,50095.2,64794
Week 124,13,121764.8,157496
Week 125,4,31237.6,40404
Week 126,10,54244.0,70159
Week 127,2,19667.2,25438
Week 128,5,51575.2,66709
Week 129,8,47691.2,61684
Week 130,6,47768.0,61785
Week 131,3,19906.4,25747
Week 132,8,78611.2,101679
Week 133,2,4628.0,5985
Week 134,5,16934.4,21902
Week 135,7,53156.0,68752
Week 136,6,22947.2,29678
Week 137,2,12325.6,15942
Week 138,3,19252.0,24901
Week 139,7,28395.2,36725
Week 140,5,47041.6,60847
Week 141,5,35747.2,46236
Week 142,13,97392.0,125972
Week 143,4,23572.8,30488
Week 144,1,9712.8,12563
Week 145,8,101880.0,131776
Week 146,3,25029.6,32374
Week 147,1,5400.8,6985
Week 148,2,10400.8,13452
Week 149,6,55617.6,71937
Week 150,10,137327.2,177625
Week 151,3,16251.2,21019
Week 152,5,35341.6,45712
Week 153,4,61810.4,79950
Week 154,6,37752.0,48829
Week 155,7,36866.4,47683
Week 156,8,31778.4,41102
Week 157,1,32910.4,42569
Week 158,12,74096.8,95838
Week 159,3,12386.4,16020
Week 160,2,17620.8,22791
Week 161,4,25370.4,32814
Week 162,1,4494.4,5813
Week 163,4,17608.0,22774
Week 164,6,27840.8,36009
Week 165,4,38543.2,49854
Week 166,2,17332.8,22419
Week 167,1,6821.6,8823
Week 168,6,36956.8,47801
Week 169,2,19254.4,24904
Week 170,2,5749.6,7436
Week 171,3,11152.8,14425
Week 172,1,17586.4,22747
Week 173,6,25618.4,33134
Week 174,2,5552.0,7181
Week 175,4,24503.2,31692
Week 176,3,14400.0,18625
Week 177,6,23632.8,30565
Week 178,1,3476.0,4496
Week 179,4,14936.8,19319
Week 180,5,17043.2,22042
Week 181,2,9517.6,12309
Week 182,9,23277.6,30105
Week 183,5,27711.2,35842
Week 184,4,44759.2,57894
Week 185,2,4142.4,5357
Week 186,3,28731.2,37162
Week 187,4,14278.4,18468
Week 188,2,9575.2,12384
Week 189,5,37013.6,47875
Week 190,1,15587.2,20161
Week 191,2,54164.0,70060
Week 192,3,66825.6,86437
Week 193,3,43173.6,55843
Week 194,2,34704.8,44889
Week 195,2,28871.2,37344
Week 196,1,26537.6,34326
Week 197,1,11229.6,14525
Week 198,2,43815.2,56674
Week 199,4,27312.8,35327
Week 200,2,15694.4,20300
Week 201,2,17190.4,22234
Week 202,4,29625.6,38319
Week 203,2,5920.8,7657
Week 204,4,24887.2,32189
Week 205,1,5593.6,7235
Week 206,3,18396.0,23793
Week 207,2,21568.8,27898
Week 208,1,14636.8,18932
Week 209,1,2604.0,3368
Week 210,1,3411.2,4412
Week 211,1,3212.0,4154
Week 212,1,6136.8,7937
Week 213,1,5635.2,7289
Week 214,2,16327.2,21118
Week 215,1,3168.8,4098
Week 216,3,14824.0,19173
Week 217,1,3635.2,4702
Week 218,1,3017.6,3903
Week 219,1,6892.8,8915
Week 220,1,2001.6,2589
