Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 124,4,81789.6,137912
Week 125,4,90085.6,151900
Week 126,3,43452.0,73268
Week 127,3,35916.0,60560
Week 128,2,60837.6,102583
Week 129,1,23092.0,38937
Week 130,6,91315.2,153972
Week 131,7,75459.2,127236
Week 132,12,249913.6,421398
Week 133,4,41104.8,69309
Week 134,4,97762.4,164845
Week 135,4,44635.2,75262
Week 136,4,99774.4,168238
Week 137,2,69621.6,117395
Week 138,6,171913.6,289878
Week 139,4,128366.4,216449
Week 140,5,127024.0,214185
Week 141,6,142902.4,240958
Week 142,5,97502.4,164406
Week 143,5,137796.0,232349
Week 144,7,75156.0,126726
Week 145,3,83833.6,141358
Week 146,5,73080.8,123225
Week 147,6,77640.0,130913
Week 148,5,114094.4,192384
Week 149,5,88608.8,149410
Week 150,4,81128.8,136798
Week 151,5,75990.4,128133
Week 152,5,47215.2,79612
Week 153,5,81801.6,137930
Week 154,3,61376.0,103491
Week 155,7,77806.4,131194
Week 156,8,142475.2,240239
Week 157,8,148725.6,250776
Week 158,8,188559.2,317944
Week 159,12,163795.2,276185
Week 160,5,82734.4,139505
Week 161,4,64364.0,108528
Week 162,10,125427.2,211489
Week 163,5,130922.4,220758
Week 164,6,140420.0,236772
Week 165,6,81946.4,138175
Week 166,5,72291.2,121895
Week 167,3,49423.2,83335
Week 168,6,41688.8,70292
Week 169,1,4539.2,7653
Week 170,2,14530.4,24500
Week 171,2,11507.2,19403
Week 172,1,9822.4,16562
Week 173,1,10862.4,18316
Week 174,1,10256.0,17293
Week 175,2,14002.4,23610
Week 176,2,13454.4,22685
Week 177,2,17857.6,30111
Week 178,2,12857.6,21680
Week 179,2,22340.0,37669
Week 180,2,20056.0,33817
Week 181,2,13746.4,23178
Week 182,2,20185.6,34035
Week 183,2,11272.0,19005
Week 184,2,20919.2,35273
Week 185,1,6365.6,10733
Week 186,2,13048.0,22000
Week 187,2,16108.0,27161
Week 188,2,14867.2,25068
Week 189,3,33677.6,56786
Week 190,4,46318.4,78100
Week 191,3,12720.8,21448
Week 192,3,17071.2,28784
Week 193,3,26902.4,45361
Week 194,3,23012.8,38803
Week 195,5,84824.0,143027
Week 196,5,95100.8,160356
Week 197,3,10682.4,18011
Week 198,4,30831.2,51985
Week 199,5,26972.0,45477
Week 200,9,76744.8,129401
Week 201,4,44062.4,74297
Week 202,2,37834.4,63796
Week 203,3,26944.8,45432
Week 204,1,20471.2,34518
Week 205,4,53152.0,89623
Week 206,4,66411.2,111980
Week 207,4,42802.4,72171
Week 208,5,69507.2,117201
Week 209,4,54801.6,92404
Week 210,6,122178.4,206014
Week 211,3,25640.0,43233
Week 212,3,20367.2,34342
Week 213,3,26242.4,44249
Week 214,3,25477.6,42959
Week 215,1,11179.2,18850
Week 216,4,66656.0,112392
Week 217,1,17461.6,29443
Week 218,5,86821.6,146396
Week 219,6,128867.2,217293
Week 220,8,121342.4,204603
Week 221,5,73024.8,123132
Week 222,5,46474.4,78363
Week 223,4,48491.2,81764
Week 224,3,16364.8,27592
Week 225,2,17580.8,29644
Week 226,2,26731.2,45073
Week 227,3,45478.4,76685
Week 228,3,39080.0,65895
